CustomerID,Customer Name,predicted_clv
29798,Geoff Grisso,453669.9690124985
29531,Cory Booth,448487.0129326713
29539,Josh Barnhill,437200.5889155581
29979,Parul Manek,435235.4692499949
29865,Lucio Iallo,423014.19183484674
29656,Susan Chestnut,422953.47860120557
29687,Shelley Crow,422577.41203673516
29761,Susan French,412411.0409129103
29571,Gabriel Bockenkamp,409256.38627409545
29803,Hattie Haemon,408727.5421120465
30030,Stefano Stefani,407460.95346199826
29659,Ruth Choin,398265.0104605525
29586,David Brink,394237.92826157296
29598,Michael Brundage,387089.61713055306
30026,Scott Mitchell,385082.69617760566
29544,Shaun Beasley,380791.0717520861
12863,Caleb Zhang,377373.4646336855
29670,Eric Coleman,375899.5122908333
29655,Nicky Chesnut,372146.30907371355
12335,Francisco Ashe,371092.9315540657
29762,Liam Friedland,365492.78065139026
29570,Michael Blythe,360734.79122939915
15916,Brandon Walker,358526.9551852987
16551,Christy Shan,352420.6166063909
29634,Fernando Caro,351312.12363958795
29873,Mary Alexander,350045.2855589602
15566,Aaron Foster,349281.41315396177
29667,Kristine Cleary,334128.37594338483
18139,Jennifer Washington,333539.27160778694
29709,Bev Desalvo,320611.0867595722
15614,Faith Simmons,315644.2487917926
11346,Deanna Gutierrez,309423.72047281946
29797,Jane Greer,305935.5146874104
15770,Xavier Brooks,305284.4278156473
13866,Mya Butler,296727.3723422469
16678,Ian Ramirez,296555.8137233066
29677,William Conner,294625.53710412857
29540,Adam Barr,292234.97648590186
16559,Candace Martinez,287103.20535478805
21969,Latoya Deng,284500.14688358916
27459,Kevin Kumar,283057.793576344
29596,Eric Brumfield,282900.62011776544
19511,Marcus Ward,279413.6532770078
29680,Dorothy Contreras,279196.04333626316
19502,Felicia Carlson,278883.8268873448
15889,Robert Wright,277969.9726092257
15992,Isabelle Alexander,274906.2596153497
12079,Nathaniel Cooper,274858.49788692856
12118,Miguel Sanchez,274214.6284585133
19049,Craig Gutierrez,272433.31748510385
14605,Allison Brooks,270623.60348639113
27250,Virginia Vance,270322.28172282473
15391,Jordyn Powell,270298.89291256637
11854,Jason Mitchell,270182.1906779617
15201,Miranda Washington,269974.9606057167
30047,Michael Sullivan,268968.54597121984
30054,Shelly Szymanski,268404.00878841954
15733,Leslie Ramos,268159.397755408
15304,Miranda Powell,267363.98833446647
14478,Abigail Patterson,267072.9792346175
15187,Benjamin Brown,266966.15381900396
11572,Billy Moreno,266681.67750815145
15596,Gilbert Goel,266397.12022553786
15944,Damien Lu,266101.28602701647
14498,Katie Luo,265788.68817831454
19903,Marcus Nelson,265644.8745786408
15586,Victor Blanco,265468.7726836425
15215,Alberto Jiménez,265060.95857858076
21225,Michele Jai,264536.44697639014
15214,Amanda Jenkins,264310.38257167
15590,Marshall Wu,264188.45654447615
19916,Katie Xie,263879.3289143695
15227,Harold Malhotra,263425.0284084797
29663,Alice Clark,263363.2560035789
15972,Caitlin Bailey,262932.39664010634
29856,Joe Howard,262586.43146255007
13345,Dalton Butler,260417.9379532596
13977,Alexandra Brown,260129.20390461
29878,George Jiang,259477.6296366928
11406,Latoya Xu,256526.91451347142
13898,Richard Baker,255515.80004174242
14440,Jon Tang,255438.82010733613
29717,Cindy Dodd,254241.29601989788
14281,Daniel Wilson,253957.14210963825
13908,Alyssa Diaz,253669.6749631978
20931,Brian Sanchez,251610.93948062244
15873,Hailey Richardson,251227.52154353145
12484,Lori Suarez,249752.78939934116
26057,Barry Subram,247824.18366753214
15193,Samuel King,247576.1220009119
12500,Kathleen Vazquez,245905.2259422365
24597,Lee Dominguez,245421.56329686617
29859,Joshua Huff,244470.3960151554
29520,Kyley Arbelaez,242909.77534721367
13894,Robyn Ruiz,242118.60770923787
13525,Cassandra Van,240870.17548185695
29975,Walter Mays,240765.2257956229
22201,Lindsey Luo,240462.65125902186
12986,Rachel Garcia,240236.589395738
22904,Mitchell Shen,239994.069388185
29759,Judith Frazier,239291.33853550543
15737,Alexander Robinson,238985.08784351457
12198,Noah Scott,238522.666155043
20879,Pamela Sanchez,238179.7321655063
16313,Hailey Russell,236822.74914765463
11979,Christopher Johnson,236075.91216970823
12177,Kevin Campbell,235981.53997521367
12113,Nathan Hughes,235472.39725809143
13728,Taylor Stewart,235098.83698869662
29866,Richard Irwin,234105.80051514824
16754,Alex Bell,234071.13871074736
30027,Joseph Mitzner,232617.50490738868
22197,Larry Dominguez,231521.70136826995
29757,Garth Fort,231504.0859695284
11325,Elijah Ross,231489.3612354669
11796,Isabel Jenkins,231107.47521085362
22202,Roberto Diaz,230852.12810650648
11984,Alex Campbell,230444.65477530166
15429,Aaron Li,229391.5747522272
14472,Natalie Diaz,228029.8854076635
11835,Elijah Russell,227029.2585762024
16533,Kristen Cai,226730.43353585395
14253,Eduardo Scott,226514.90170237914
18336,Carla Gonzalez,226275.1268241314
18696,Mindy Black,226240.98660336167
16476,Shawn Xie,226151.11579848855
21569,Brendan Rai,225377.4645542574
14240,Caroline Foster,225079.03849030833
16436,Ethan Henderson,224672.06548190722
21570,Barry Kovár,224623.72128405477
13468,Mariah Sanders,224324.33828824922
13734,Kristi Gonzalez,222178.6420811787
11587,Kevin Bryant,221278.4255980632
15365,Victoria Gray,221194.5153608333
16513,Ronnie Wagner,220765.5674218441
27540,Jacqueline Butler,220117.85436090006
27542,Jessica Rivera,220116.05898783056
16098,Jasmine Diaz,219884.4221550138
19493,Karla Shan,218967.74569589982
16433,Mathew Dominguez,218351.76241689987
27455,Brianna Jenkins,218219.28832080011
16155,Joan Jenkins,218020.62320011368
15802,Bridget Kumar,217951.6747787892
27574,Madeline Hill,217553.22402262097
15600,Josue Dominguez,217479.76890071976
19499,Shawn Black,217203.53961251868
29553,Edna Benson,217020.25537236893
12846,Bridget Nara,216765.6209818789
13947,Megan Hughes,216502.91825416818
20560,Mindy Raji,216211.4712833763
15756,Kari Gutierrez,215888.93412164814
14470,Jeremy Robinson,215286.60762926916
12816,Tammy Mehta,215097.54257192113
13431,Bryan James,214239.80200488886
19058,Shawn Goel,213845.81105929113
30037,Jim Stewart,213769.78866147823
16408,Arthur Madan,213435.13655680322
16180,Kyle Perez,213120.07185331217
19912,Tara Xie,213111.71784044735
11546,Christine Chande,212803.30877922053
19899,Marcus Richardson,212773.51344347492
15716,Roy Madan,212725.84425311637
13319,Charles Howard,212440.25585241537
16159,Mindy Goldberg,212344.36600613117
19917,Jenny Chander,211429.5969856801
16400,Theodore Ramos,211413.22754622053
13978,Zoe Peterson,211385.97010721688
19448,Meagan Fernandez,211315.576689656
11410,Maurice Goel,211258.4114353981
12829,Micah Li,211171.99687608285
12852,Teresa Carlson,211035.0901498564
20452,Kelli Xie,210979.56848835788
29801,Faith Gustafson,210785.3037985572
21508,Suzanne Li,210503.40099860652
11409,Jacqueline Hayes,210303.74112608406
13348,Noah Young,210111.47891663676
13314,Jordan Hernandez,209888.708789675
27449,Bryan Cox,209864.84222891036
13288,Jackson Lopez,209812.94329933668
14457,Thomas White,209772.0781076002
20621,Meredith Alonso,209715.2414814132
13299,Vanessa Ross,209654.9262936701
15752,Bobby Rodriguez,209408.00562403945
13400,Julia Thomas,209374.38594104236
15754,Crystal Xu,209286.86945727936
14447,Madison Alexander,209226.39171849738
14485,Bailey Stewart,209191.6415182283
16388,Jay Torres,208943.5800565526
14484,Samantha Hall,208884.17402310314
29778,Leo Giakoumakis,208776.3973721215
15203,David Lewis,208744.54785194655
15723,Kate Deng,208523.9030613282
14442,Shelby Peterson,208306.19090405066
15934,Nichole Raji,208261.26701956516
14453,Jesse Scott,208261.17180569467
20609,Fernando Bryant,208081.98010552433
29984,Benjamin Martin,207916.495240652
12825,Kelvin Hu,207713.7726282043
15589,Gilbert He,207685.33260472512
15846,Julian Flores,207633.2700774606
13385,Danielle Cook,207149.15943961352
15221,Troy Arun,207106.28558912044
15781,Blake Evans,207025.22479887775
12826,Caleb Gonzalez,206965.42764327046
14448,Lauren Butler,206931.14203067357
13353,Jordyn Coleman,206905.18862496712
15725,Trevor Price,206696.75986059522
19844,Emma Murphy,206354.35871020684
12861,Robyn Jimenez,206303.96082340725
15717,Alexia Henderson,206258.87552888304
13274,Joshua Lee,205975.13807187145
29807,Bryan Hamilton,205817.452172615
14421,Hannah Barnes,205680.08011377236
15778,José Miller,205053.10085656538
15167,Sara Hernandez,204904.66862320085
14451,Tyler Moore,204714.4872588081
13064,Dalton Parker,204448.40710674055
15585,Roy Garcia,204313.4947971475
15937,Grace Lewis,203760.93441609404
15905,Taylor Taylor,203724.91852462123
16534,Claudia Holt,203711.8704719993
15194,Erik Suarez,203704.958157142
15152,Meghan Moreno,203607.45213056274
11340,Melody Munoz,203527.48332475073
19440,Alicia Sharma,203238.91320552502
13019,Destiny Murphy,202893.1444862771
13324,Florian Stiller,202794.7863770766
15851,Taylor Anderson,202501.32089375227
15180,Jillian Suri,202432.446946989
15204,Deanna Gonzalez,202432.44694493068
15897,Haley Cooper,202276.47075572863
15184,Mathew Hernandez,202164.17625984777
12736,Diana Ruiz,202108.99312113813
15842,Haley Gray,201607.81305046636
12856,Rosa Lin,201556.49599525428
13378,Alexandra Bailey,201371.53572883364
13997,Raquel Hernandez,201358.3816110671
15155,Jamie Harrison,201130.94124869094
12713,Deborah Xie,201052.80416801007
26066,Elizabeth Martinez,200904.53843964476
12755,Chloe Hughes,200894.22742878302
12813,Reginald Ramos,200683.5651046692
15179,Jay Rubio,200432.34304603311
27092,Marissa Ross,200334.0635212014
15205,Shawna Black,200217.03953716357
14439,Brian Cox,200193.56420128234
13529,Pamela Martinez,199839.1252497179
12103,Chloe White,198674.89750154846
12839,Dominique Fernandez,198577.12522044766
20575,Stacey Cai,198575.23160125667
12050,Aaron Young,198555.74766147116
11336,Shaun Raji,198506.51998491486
14400,Brandon Brown,198314.7306833322
19294,Stanley Garcia,198260.18395543846
17824,Mario Pal,198192.9226528601
12546,Clarence Andersen,198024.9346151154
13910,Isabelle Butler,198024.93458466005
14374,David Yang,197862.46156235092
12855,Philip Diaz,197852.675538752
12548,Alexandra Collins,197631.98019879902
20242,Christopher Thomas,197476.2259612283
16552,Joe Sanchez,197327.38482356333
14459,Cody Gray,196977.70529200643
29686,Jack Creasey,196941.35071384118
16540,Theodore Browning,196930.79003730445
15171,Destiny Jones,196775.85813690032
29830,Kari Hensien,196659.57868382533
12501,Cory Sai,196590.5302549055
29631,Jane Carmichael,196382.99990818542
19950,Ronnie Lu,196364.03252960523
19830,Gabrielle Long,196317.13193192543
12041,Seth Martin,196072.76934008222
27017,Jonathan Thompson,195895.2994433448
19424,Terrance Smith,195820.0854646913
12018,Devin Henderson,195660.59651158954
12084,Aidan Perry,194881.47880803663
12854,Reginald Romero,194853.0783229799
12495,Lucas Miller,194826.48497544095
19794,Danny Ortega,194663.51735725297
16429,Jaclyn Luo,194463.872195141
29519,Hannah Arakawa,194424.75941706874
14382,Darren Blanco,194403.93033084026
21311,Jennifer Ramirez,194373.08781380305
13564,Sabrina Blanco,194260.639431193
12142,Gabriella Torres,194224.6444187904
11323,Jose Patterson,194102.19153449812
26041,Gloria Torres,193965.39139252948
11380,Mitchell Kumar,193597.44366559735
30029,Shanay Steelman,193530.8865010073
19595,Carl Raji,193232.58953565234
15534,Steven Bell,193140.08378450916
19560,Randall Martin,193047.45304386754
19360,Joanna Hernandez,192736.126131867
12072,Tristan Ross,192665.4931837582
12094,Bailey Bailey,192640.15894817427
13528,Carmen Lopez,192274.83775750484
21348,Alexis Patterson,191732.24171902798
13660,Ethan Davis,191320.22383282406
13885,Brian Howard,191116.36924828772
26695,Jocelyn Diaz,190793.98871382241
15521,Kathryn Deng,190693.7349145676
26727,Jose Clark,190680.12591959708
11797,Devin Coleman,190538.65289258806
18709,Darren Hernandez,190465.79073515593
14357,Dalton Collins,190260.95563638094
18928,Carmen Prasad,190204.3208088587
11539,Justin Washington,189787.62967559617
21272,Nicole Ward,189599.68483124985
12386,Katherine Perry,189412.7434233034
22929,Isabella Davis,189394.18918575256
26728,Elijah Roberts,189201.70870692574
26694,Aaron Hughes,189122.86226013929
16475,Kurt Anand,188620.15975432147
26708,Katherine Washington,188604.79187286267
13343,Melanie Bradley,188524.13188587074
15620,Dominique Subram,188338.01550806
13729,Jason Li,188235.14912850645
22921,Kelsey Shen,188190.82705737895
26718,Richard Flores,187847.6225434202
18710,Ricardo Xie,187771.3547272547
29664,Gina Clark,187746.12133581017
13460,Jasmine Walker,187233.2428533042
11282,Christian Thomas,186951.7375635665
22860,Cedric Kumar,186636.18778348548
19038,Joe Patel,186391.72827111685
16409,Ebony Moreno,186001.1796728703
18296,Trisha Li,185962.82988578573
15491,Shannon Li,185925.18616460162
15481,Jamie Zhang,185894.96614324593
18338,Nina Andersen,185762.1292180505
11529,Austin Bryant,185715.5223587563
14298,Kaitlyn Jenkins,185680.49809107563
12275,Adriana Madan,185580.80162788354
29780,Frances Giglio,185477.72656427138
11528,Joan Washington,185423.02021576848
29869,Raman Iyer,185197.4588986842
21968,Jaime Deng,184631.67577528558
15014,Warren Liu,184189.17131887499
20713,Kathleen Gill,184068.56292203657
12237,Ruth Madan,183961.73039052213
16327,Darren Diaz,183650.38320891449
13328,Albert Serrano,183519.23991264362
17741,Alvin Xu,183409.43852687874
22199,David Lee,183388.30671489346
15518,Richard Bryant,183223.42162070057
29985,Linda Martin,183188.41760087415
21974,Whitney Suri,182746.9028730669
20150,Gary Rubio,182742.4572803213
18240,Arthur Smith,182599.335500575
15483,Katherine Robinson,182556.97951958416
11189,Lawrence Blanco,182133.98750311264
23544,Misty Raje,182084.02303891524
18268,Preston Chapman,181949.65449901254
12276,Alisha Shan,181929.80069999394
15492,Grace Long,181877.23044999043
20665,James Evans,181082.15205882525
11535,Devin Nelson,181051.77595837234
23593,Krystal Zhou,180681.34021614518
12218,Mitchell Xu,180671.98275471228
15399,Mackenzie Murphy,180626.63480158235
13730,Walter Suarez,180541.06808269527
18183,Meagan Schmidt,180411.01131475175
26539,Faith Hayes,180226.8038273712
22181,Gary Romero,180223.4902612909
22000,Cynthia Chandra,180197.58192149227
21958,Mallory Blanco,180169.81747088613
15367,Alyssa White,179929.55343304694
14289,Jessica Martinez,179851.6760612728
26491,Riley Sanchez,179793.02067310823
13713,Alexander Walker,179761.00890562788
21959,Jimmy Dominguez,179481.49384032103
21567,Candace Sanchez,179302.08849581343
18171,Alejandro Zeng,179162.1669175565
15379,Amanda Griffin,179108.3828709324
15389,Joan King,178922.56075695693
28259,Samuel Mitchell,178898.83202587356
18185,Laura Huang,178822.77031683407
18176,Bradley Kumar,178783.85963709455
13478,Alexia Coleman,178638.96658833462
14120,Gabrielle Cooper,178393.53374101728
21886,Jill Carlson,178375.61379433115
22195,Philip Romero,178343.52296452763
15346,Charles Rodriguez,178194.5716823169
15417,Alvin Lu,178050.99518256914
15374,Donna Kumar,177765.95075231112
15411,Jay Chandra,177759.25173132564
14975,Dalton Scott,177697.72178821935
15396,Julia Wilson,177675.1212583962
11614,Katrina Sharma,177604.6424526384
21876,Philip Rubio,177386.22624697827
28194,Lydia Garcia,177336.3639263436
21897,Francisco Subram,177236.1690580038
15404,Sydney Robinson,177063.03591214315
15380,Nathan Robinson,177042.0864052629
21555,Jarrod Madan,177011.20485805353
29506,Sean Jacobson,176646.64206772283
17351,Terrence Sharma,176577.70952018013
13484,Marcus Martinez,176476.3570263604
21878,Bryant Rana,176326.6171745832
13653,Tony Chander,176265.18324414344
12213,Alejandro Lal,176050.8545581123
21560,Kristopher Lopez,175963.39020960446
21219,Candice Zhu,175816.6743349096
11598,Meredith Ruiz,175705.40813164934
15369,Connor Perez,175602.7298277231
26487,Vincent Ma,175565.4562265252
18157,Isabella Hall,175391.38662552202
15348,Greg Carter,175350.7514148763
28288,Marco Srini,175341.03185874922
12485,Veronica Subram,175291.50890057383
21888,Evan Edwards,175250.98771983743
13657,Kaylee Collins,175230.514831384
13492,Christian Foster,175071.80714798433
21899,Marie Vazquez,174984.1277243993
21893,Brandi Hernandez,174851.0022649437
13456,Sydney Hernandez,174845.8262318538
14112,Charles Sanchez,174680.88124080977
29874,David Jaffe,174512.89065347126
15364,Aidan Bryant,174434.24036461965
17216,Kathleen Ramos,173957.38733463973
15349,Stephanie Gonzalez,173690.98322407395
12226,Faith Ward,173655.86137778097
15388,Victoria Smith,173636.65587437287
13462,Jay Sara,173607.9604133188
